,customer_id,product_id,willbuy,retail_price
314,1604706,1591346,0,9.34
315,1604742,1767554,0,11.52
316,1604742,1084995,0,12.26
317,1604742,1055075,0,9.36
318,1604742,1108410,0,8.99
319,1604742,1734661,0,7.69
320,1604824,1461041,0,7.64
321,1604824,1443029,0,12.88
322,1604824,1644762,1,9.09
323,1604824,1529979,0,11.28
324,1604824,1242372,1,18.99
325,1604893,1833307,0,7.99
326,1604893,1700329,0,10.09
327,1604893,1988675,0,10.19
328,1604893,1369512,0,11.57
329,1604893,1281986,0,12.1
330,1604894,1282717,0,12.77
331,1604894,1719215,0,15.86
332,1604894,1138361,1,6.43
333,1604894,1395799,1,14.41
334,1604894,1766178,1,8.44
335,1604923,1867565,0,11.37
336,1604923,1534102,0,9.53
337,1604923,1721708,0,14.73
338,1604923,1236722,0,9.48
339,1604923,1665135,0,7.15
340,1605053,1101327,0,9.8
341,1605053,1131516,1,9.75
342,1605053,1078720,1,15.27
343,1605053,1882269,1,18.73
344,1605053,1272669,1,12.84
345,1605206,1685483,0,10.53
346,1605206,1801705,0,11.26
347,1605206,1591346,0,9.34
348,1605206,1182621,0,8.85
349,1605206,1718853,0,17.17
350,1605584,1749326,1,11.41
351,1605584,1237096,0,10.11
352,1605584,1524480,1,10.01
353,1605584,1716612,1,8.47
354,1605584,1865540,1,9.47
355,1605761,1688992,0,9.51
356,1605761,1540692,0,8.09
357,1605761,1080655,0,9.71
358,1605761,1908649,0,14.72
359,1605761,1446257,0,12.92
360,1605877,1959920,0,10.39
361,1605877,1962948,1,9.21
362,1605877,1087656,0,9.01
363,1605877,1181960,1,14.02
364,1605877,1064193,0,17.24
365,1606023,1359550,0,10.62
366,1606023,1895090,0,8.53
367,1606023,1639717,0,13.13
368,1606023,1935037,0,17.16
369,1606023,1055832,0,7.5
370,1606102,1279220,0,10.78
371,1606102,1046892,0,11.55
372,1606102,1626349,0,9.08
373,1606102,1586785,0,11.15
374,1606102,1440720,0,6.95
375,1606169,1775420,0,13.69
376,1606169,1187826,0,15.72
377,1606169,1007659,0,6.6
378,1606169,1529979,0,11.28
379,1606169,1970433,0,14.77
380,1606335,1197479,0,13.34
381,1606335,1025861,0,13.15
382,1606335,1324732,0,13.74
383,1606335,1801705,0,11.26
384,1606335,1609968,0,11.22
385,1606341,1852725,0,7.42
386,1606341,1506187,1,10.73
387,1606341,1585713,1,16.17
388,1606341,1459546,0,13.41
389,1606341,1888064,1,14.02
390,1606357,1311247,0,13.69
391,1606357,1743615,0,11.51
392,1606357,1906466,1,11.36
393,1606357,1171407,0,17.83
394,1606357,1963861,0,10.32
395,1606372,1977053,0,14.26
396,1606372,1725885,1,8.17
397,1606372,1088195,0,13.66
398,1606372,1782545,0,16.35
399,1606372,1242609,1,8.65
400,1606480,1775872,0,11.9
401,1606480,1157182,0,7.77
402,1606480,1774573,0,13.71
403,1606480,1841072,0,13.64
404,1606480,1614915,0,14.72
405,1606482,1465869,0,10.13
406,1606482,1982635,0,11.48
407,1606482,1768055,0,10.11
408,1606482,1122133,0,9.54
409,1606482,1070005,0,9.69
410,1606525,1489211,1,11.3
411,1606525,1967864,1,9.15
412,1606525,1650558,1,13.26
413,1606525,1837975,1,12.69
414,1606525,1276499,1,13.49
415,1606637,1686065,1,9.56
416,1606637,1282163,0,12.61
417,1606637,1808775,0,9.2
418,1606637,1681385,0,12.88
419,1606637,1743135,1,10.05
420,1606650,1354798,0,11.12
421,1606650,1704151,0,7.58
422,1606650,1756122,0,14.22
423,1606650,1964470,0,10.36
424,1606650,1734468,0,8.86
425,1606682,1994245,0,12.85
426,1606682,1941809,1,14.17
427,1606682,1297600,0,14.11
428,1606682,1028567,0,13.42
429,1606682,1449081,1,8.9
430,1606720,1859110,0,13.75
431,1606720,1750545,1,14.09
432,1606720,1397405,0,12.36
433,1606720,1985586,0,10.44
434,1606720,1232692,0,8.25
435,1606919,1368088,0,7.95
436,1606919,1490046,0,17.74
437,1606919,1947589,0,13.3
438,1606919,1592275,0,9.2
439,1606919,1153172,0,13.43
440,1607169,1333666,0,13.5
441,1607169,1516839,0,13.79
442,1607169,1524480,0,10.01
443,1607169,1365080,0,8.83
444,1607169,1330657,0,13.06
445,1607207,1617977,0,17.24
446,1607207,1584125,1,17.21
447,1607207,1266560,0,11.77
448,1607207,1639717,0,13.13
449,1607207,1409395,0,17.08
450,1607325,1959558,0,10.91
451,1607325,1117940,0,8.14
452,1607325,1279957,0,11.59
453,1607325,1530511,0,15.25
454,1607325,1882579,0,11.89
455,1607336,1994284,0,6.94
456,1607336,1470436,0,10.97
457,1607336,1646644,1,12.0
458,1607336,1976314,1,11.94
459,1607336,1611268,0,7.83
460,1607356,1819569,0,14.04
461,1607356,1653959,0,9.59
462,1607356,1486209,0,15.47
463,1607356,1947589,0,13.3
464,1607356,1222277,0,15.1
465,1607375,1506187,1,10.73
466,1607375,1513824,0,7.4
467,1607375,1034822,1,13.48
468,1607375,1904423,1,13.32
469,1607375,1172233,0,15.73
470,1607378,1605149,1,11.27
471,1607378,1338839,1,8.56
472,1607378,1039356,0,12.77
473,1607378,1739731,0,11.42
474,1607378,1204200,1,13.6
475,1607445,1690162,1,8.35
476,1607445,1536998,0,8.71
477,1607445,1559381,0,12.84
478,1607445,1959558,0,10.91
479,1607445,1196945,0,7.96
480,1607491,1958461,0,8.77
481,1607491,1032950,0,6.67
482,1607491,1513824,0,7.4
483,1607491,1448838,0,12.73
484,1607491,1397405,0,12.36
485,1607506,1088195,0,13.66
486,1607506,1500256,0,12.04
487,1607506,1198284,0,16.39
488,1607506,1374512,0,12.97
489,1607506,1895054,0,13.14
490,1607570,1387497,0,16.48
491,1607570,1343764,1,8.88
492,1607570,1887614,0,11.71
493,1607570,1609265,1,6.23
494,1607570,1182621,1,8.85
495,1607584,1253782,0,13.33
496,1607584,1877942,0,6.94
497,1607584,1540692,1,8.09
498,1607584,1267131,1,13.32
499,1607584,1685383,0,11.04
500,1607627,1976314,0,11.94
501,1607627,1652328,0,18.06
502,1607627,1368088,0,7.95
503,1607627,1281560,0,11.63
504,1607627,1701366,0,16.11
505,1607649,1816319,1,13.1
506,1607649,1460654,1,16.75
507,1607649,1216947,1,6.91
508,1607649,1806988,1,14.97
509,1607649,1444089,1,8.84
510,1607675,1286438,1,13.1
511,1607675,1032843,1,12.23
512,1607675,1240824,1,15.54
513,1607675,1838782,0,14.95
514,1607675,1351441,0,14.96
515,1607697,1636950,0,13.46
516,1607697,1718853,1,17.17
517,1607697,1962166,0,12.0
518,1607697,1213041,0,14.43
519,1607697,1714497,0,12.89
520,1607740,1343900,1,7.3
521,1607740,1449764,1,9.35
522,1607740,1210514,0,12.0
523,1607740,1343764,1,8.88
524,1607740,1076896,1,11.56
525,1607899,1505202,0,9.36
526,1607899,1669701,0,16.03
527,1607899,1841064,0,11.5
528,1607899,1529979,0,11.28
529,1607899,1272669,0,12.84
530,1607916,1502474,0,10.92
531,1607916,1163768,1,10.84
532,1607916,1882579,0,11.89
533,1607916,1431907,0,11.22
534,1607916,1614481,0,12.84
535,1607946,1434483,0,9.43
536,1607946,1778721,0,13.4
537,1607946,1039686,0,13.1
538,1607946,1950123,0,17.33
539,1607946,1950690,0,10.79
540,1607992,1042919,0,11.53
541,1607992,1393448,1,14.41
542,1607992,1775872,0,11.9
543,1607992,1311882,0,13.15
544,1607992,1880153,1,11.09
545,1608002,1771749,0,10.38
546,1608002,1705055,0,8.57
547,1608002,1344211,0,10.22
548,1608002,1170020,0,15.19
549,1608002,1770354,0,10.18
550,1608203,1902351,0,14.07
551,1608203,1519689,0,9.61
552,1608203,1284464,0,13.49
553,1608203,1647585,0,19.57
554,1608203,1850198,0,12.81
555,1608243,1545353,0,9.75
556,1608243,1097230,0,8.54
557,1608243,1378858,1,14.7
558,1608243,1743615,0,11.51
559,1608243,1316745,0,13.84
560,1608356,1880153,1,11.09
561,1608356,1585607,0,11.7
562,1608356,1322176,0,11.88
563,1608356,1755191,0,8.58
564,1608356,1210514,0,12.0
565,1608409,1161872,1,9.52
566,1608409,1660999,1,15.23
567,1608409,1533559,1,13.12
568,1608409,1459546,0,13.41
569,1608409,1345153,1,18.57
570,1608419,1948490,0,16.25
571,1608419,1777586,0,13.57
572,1608419,1415947,1,12.78
573,1608419,1360626,0,12.3
574,1608419,1016253,0,9.71
575,1608442,1969050,0,12.6
576,1608442,1079428,0,7.03
577,1608442,1281560,0,11.63
578,1608442,1665135,0,7.15
579,1608442,1208256,0,7.16
580,1608511,1147013,0,14.32
581,1608511,1770354,0,10.18
582,1608511,1054441,1,16.88
583,1608511,1683057,0,8.4
584,1608511,1738173,0,14.46
585,1608525,1219553,0,16.67
586,1608525,1475535,0,9.58
587,1608525,1985971,1,15.38
588,1608525,1178116,1,16.9
589,1608525,1529532,0,12.71
590,1608568,1757730,1,15.04
591,1608568,1754448,1,13.18
592,1608568,1867565,0,11.37
593,1608568,1170020,0,15.19
594,1608568,1056924,1,13.67
595,1608747,1632606,0,17.21
596,1608747,1791225,0,9.15
597,1608747,1557093,0,11.38
598,1608747,1775872,0,11.9
599,1608747,1541365,0,8.16
600,1609125,1151202,1,13.78
601,1609125,1178116,1,16.9
602,1609125,1530511,0,15.25
603,1609125,1027512,1,12.23
604,1609125,1470520,0,13.85
605,1609186,1170010,0,15.9
606,1609186,1633379,0,12.25
607,1609186,1914722,0,11.28
608,1609186,1265633,0,10.59
609,1609186,1138693,0,18.59
610,1609267,1294563,0,7.61
611,1609267,1887861,1,10.32
612,1609267,1322176,0,11.88
613,1609267,1023796,0,9.82
614,1609267,1032950,0,6.67
615,1609412,1292849,0,10.53
616,1609412,1056277,0,17.6
617,1609412,1536065,0,8.79
618,1609412,1182621,0,8.85
619,1609412,1788673,0,10.89
620,1609461,1793695,1,12.44
621,1609461,1721190,0,7.33
622,1609461,1491928,0,9.46
623,1609461,1774643,0,16.58
624,1609461,1219553,0,16.67
625,1609735,1242114,1,16.73
626,1609735,1919130,1,9.01
627,1609735,1966989,1,14.71
628,1609735,1823608,1,9.82
629,1609735,1740691,1,12.41
630,1609770,1343900,0,7.3
631,1609770,1281986,0,12.1
632,1609770,1046315,1,10.18
633,1609770,1143721,1,12.54
634,1609770,1597824,0,7.81
635,1609801,1140585,0,11.56
636,1609801,1611114,0,9.93
637,1609801,1276024,0,16.29
638,1609801,1405072,0,16.5
639,1609801,1661206,1,6.96
640,1609901,1354798,1,11.12
641,1609901,1138361,1,6.43
642,1609901,1832498,1,17.01
643,1609901,1385960,1,14.83
644,1609901,1108410,1,8.99
645,1609930,1734661,0,7.69
646,1609930,1478670,0,9.62
647,1609930,1448838,0,12.73
648,1609930,1748751,0,11.98
649,1609930,1743615,0,11.51
650,1609985,1138859,0,16.24
651,1609985,1846559,0,19.29
652,1609985,1551153,0,10.64
653,1609985,1962707,0,8.76
654,1609985,1660999,0,15.23
655,1609998,1014695,0,10.49
656,1609998,1470436,0,10.97
657,1609998,1257764,0,15.7
658,1609998,1446257,0,12.92
659,1609998,1143721,1,12.54
660,1610094,1786147,0,7.04
661,1610094,1039356,0,12.77
662,1610094,1007659,0,6.6
663,1610094,1563135,0,17.07
664,1610094,1670714,0,10.39
665,1610117,1536998,0,8.71
666,1610117,1529979,0,11.28
667,1610117,1726401,0,12.44
668,1610117,1087656,0,9.01
669,1610117,1504034,1,10.57
670,1610458,1039686,0,13.1
671,1610458,1354798,0,11.12
672,1610458,1157182,0,7.77
673,1610458,1905180,0,16.62
674,1610458,1769927,0,8.88
675,1610574,1313600,0,13.84
676,1610574,1106364,0,7.53
677,1610574,1290726,0,10.9
678,1610574,1440587,0,17.82
679,1610574,1431907,0,11.22
680,1610592,1858896,0,11.85
681,1610592,1173724,0,8.86
682,1610592,1398443,0,10.72
683,1610592,1489020,0,14.76
684,1610592,1738173,0,14.46
685,1610611,1493029,1,15.37
686,1610611,1907826,1,8.3
687,1610611,1181960,1,14.02
688,1610611,1481752,1,7.22
689,1610611,1769927,1,8.88
690,1610634,1032950,0,6.67
691,1610634,1666328,0,10.49
692,1610634,1460654,0,16.75
693,1610634,1947188,0,7.93
694,1610634,1639717,0,13.13
695,1610636,1032950,0,6.67
696,1610636,1375309,0,10.59
697,1610636,1855690,0,13.65
698,1610636,1535805,0,12.9
699,1610636,1508608,1,10.98
700,1610947,1192000,0,9.47
701,1610947,1842528,0,12.94
702,1610947,1014238,0,12.87
703,1610947,1943705,1,11.74
704,1610947,1926686,1,13.44
705,1611035,1791655,1,11.34
706,1611035,1508608,1,10.98
707,1611035,1082049,1,13.64
708,1611035,1177852,1,13.28
709,1611035,1859893,1,10.49
710,1611041,1523812,0,15.05
711,1611041,1297659,0,15.17
712,1611041,1152999,0,13.29
713,1611041,1808775,0,9.2
714,1611041,1253934,0,14.74
715,1611115,1469422,0,13.42
716,1611115,1933128,0,12.35
717,1611115,1996925,0,16.43
718,1611115,1663932,0,10.14
719,1611115,1960952,0,12.58
720,1611313,1056142,1,9.18
721,1611313,1644762,1,9.09
722,1611313,1902389,0,8.82
723,1611313,1675565,0,14.28
724,1611313,1898639,1,9.0
725,1611332,1298229,0,14.52
726,1611332,1263465,0,13.25
727,1611332,1850198,0,12.81
728,1611332,1111862,0,8.14
729,1611332,1143721,0,12.54
730,1611689,1774643,0,16.58
731,1611689,1636187,0,11.0
732,1611689,1228985,0,11.95
733,1611689,1604794,0,18.48
734,1611689,1757730,0,15.04
735,1611734,1836799,0,10.81
736,1611734,1350686,0,9.98
737,1611734,1841064,0,11.5
738,1611734,1023796,0,9.82
739,1611734,1368751,0,9.35
740,1611744,1889642,0,8.74
741,1611744,1128673,0,12.87
742,1611744,1646644,0,12.0
743,1611744,1294563,0,7.61
744,1611744,1766178,1,8.44
745,1611773,1300939,0,18.38
746,1611773,1205756,0,10.25
747,1611773,1903306,0,10.35
748,1611773,1232692,0,8.25
749,1611773,1769808,0,16.67
750,1611850,1046315,1,10.18
751,1611850,1584857,1,17.95
752,1611850,1914722,1,11.28
753,1611850,1266560,1,11.77
754,1611850,1206792,1,7.71
755,1612059,1128673,0,12.87
756,1612059,1820289,0,15.55
757,1612059,1042645,0,9.74
758,1612059,1873434,0,14.19
759,1612059,1673531,0,10.58
760,1612087,1375309,0,10.59
761,1612087,1272669,0,12.84
762,1612087,1977053,0,14.26
763,1612087,1084995,0,12.26
764,1612087,1382895,0,9.33
765,1612378,1895054,0,13.14
766,1612378,1536998,0,8.71
767,1612378,1056924,0,13.67
768,1612378,1076896,0,11.56
769,1612378,1621927,0,18.7
770,1612418,1958824,1,15.49
771,1612418,1379201,0,8.61
772,1612418,1398443,0,10.72
773,1612418,1409433,1,11.28
774,1612418,1518939,0,13.48
775,1612519,1214453,0,13.02
776,1612519,1221961,1,14.26
777,1612519,1210873,1,13.11
778,1612519,1536065,1,8.79
779,1612519,1906466,1,11.36
780,1612562,1797242,0,14.74
781,1612562,1877942,0,6.94
782,1612562,1351441,0,14.96
783,1612562,1988675,0,10.19
784,1612562,1766178,0,8.44
785,1612660,1636489,1,8.89
786,1612660,1337178,1,14.13
787,1612660,1678038,0,17.69
788,1612660,1203799,1,9.93
789,1612660,1080655,1,9.71
790,1612696,1216947,0,6.91
791,1612696,1393679,0,14.55
792,1612696,1461041,0,7.64
793,1612696,1816319,0,13.1
794,1612696,1932907,0,10.63
795,1612762,1456241,0,10.55
796,1612762,1316745,1,13.84
797,1612762,1491928,1,9.46
798,1612762,1483575,0,13.59
799,1612762,1778721,0,13.4
800,1612789,1354810,0,12.87
801,1612789,1420386,0,15.64
802,1612789,1623737,0,10.01
803,1612789,1032950,0,6.67
804,1612789,1758813,0,14.08
805,1612841,1970433,0,14.77
806,1612841,1700329,0,10.09
807,1612841,1509365,0,16.22
808,1612841,1746711,0,9.21
809,1612841,1856496,0,13.6
810,1612967,1670714,0,10.39
811,1612967,1896283,0,9.59
812,1612967,1503208,0,7.49
813,1612967,1431907,0,11.22
814,1612967,1806988,0,14.97
815,1612978,1636950,0,13.46
816,1612978,1297684,0,9.7
817,1612978,1165017,0,9.93
818,1612978,1161872,0,9.52
819,1612978,1300551,0,13.6
820,1613051,1935440,0,8.24
821,1613051,1811121,0,12.92
822,1613051,1337178,0,14.13
823,1613051,1069144,0,14.94
824,1613051,1989539,0,9.26
825,1613129,1535805,1,12.9
826,1613129,1638440,0,10.85
827,1613129,1858866,0,6.32
828,1613129,1907826,1,8.3
829,1613129,1655393,0,16.28
830,1613138,1937021,0,14.73
831,1613138,1895090,0,8.53
832,1613138,1257157,0,16.02
833,1613138,1483575,0,13.59
834,1613138,1777211,0,10.48
835,1613139,1869113,0,14.23
836,1613139,1615648,0,15.12
837,1613139,1213041,0,14.43
838,1613139,1655393,0,16.28
839,1613139,1995596,0,11.24
840,1613246,1430802,0,12.79
841,1613246,1826893,0,10.67
842,1613246,1909819,0,12.34
843,1613246,1636950,0,13.46
844,1613246,1391981,0,14.89
845,1613293,1312844,0,9.78
846,1613293,1576792,0,12.74
847,1613293,1371935,0,7.07
848,1613293,1816319,0,13.1
849,1613293,1858896,0,11.85
850,1613449,1726255,0,7.79
851,1613449,1967793,1,10.93
852,1613449,1791225,0,9.15
853,1613449,1426583,0,9.31
854,1613449,1926575,0,12.21
855,1613486,1886716,0,16.03
856,1613486,1671341,0,7.15
857,1613486,1657231,0,7.93
858,1613486,1436977,0,17.33
859,1613486,1538183,0,10.54
860,1613562,1637951,0,11.74
861,1613562,1504034,0,10.57
862,1613562,1228985,0,11.95
863,1613562,1426583,0,9.31
864,1613562,1500934,0,13.66
865,1613593,1094897,0,13.81
866,1613593,1311247,0,13.69
867,1613593,1592275,0,9.2
868,1613593,1730073,1,10.21
869,1613593,1088195,0,13.66
870,1613929,1214499,0,10.41
871,1613929,1948490,0,16.25
